,id,song,album,singers,genres,popularity,decade,thumbnail,singers_list,genres_list
1564,4kTancl0Qa8Y7J0QKKTCrz,Memories of a Winter Day,Memories of a Winter Day,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1565,4kTancl0Qa8Y7J0QKKTCrz,The Last Summer Like This,The Last Summer Like This,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1566,4kTancl0Qa8Y7J0QKKTCrz,happy when i'm sad,cherry blossom origami,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1567,4kTancl0Qa8Y7J0QKKTCrz,i don't need you,i don't need you,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1568,5lKJ1MdVwexXUEEUFLI4l9,nothing compares to you,nothing compares to you,"['Rnla', 'Kayou.']","['lo-fi chill', 'sad lo-fi', 'sad rap']",52,20,https://i.scdn.co/image/ab6761610000e5ebd4811d637099b1bf185f1a75,"['Rnla', ' Kayou']","['lo-fi chill', ' sad lo-fi', ' sad rap']"
1569,4kTancl0Qa8Y7J0QKKTCrz,i need you closer,i need you closer,"['Kayou.', 'Gina Livia']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Gina Livia']",['japanese chillhop']
1570,4kTancl0Qa8Y7J0QKKTCrz,all i need to know,all i need to know,"['Kayou.', 'fawlin']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' fawlin']",['japanese chillhop']
1571,4kTancl0Qa8Y7J0QKKTCrz,I Tried,I Tried,"['Kayou.', 'fawlin']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' fawlin']",['japanese chillhop']
1572,4kTancl0Qa8Y7J0QKKTCrz,Settle,Settle,"['Kayou.', 'w00ds', 'Gabou']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' w00ds', ' Gabou']",['japanese chillhop']
1573,4kTancl0Qa8Y7J0QKKTCrz,Last Dance,Last Dance,"['Kayou.', 'Kaxi']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Kaxi']",['japanese chillhop']
1574,4kTancl0Qa8Y7J0QKKTCrz,where do we go,where do we go,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1575,4kTancl0Qa8Y7J0QKKTCrz,if i stay,if i stay,"['Kayou.', 'Laeland']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Laeland']",['japanese chillhop']
1576,4kTancl0Qa8Y7J0QKKTCrz,i miss you,i miss you,"['Kayou.', 'Maberry']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Maberry']",['japanese chillhop']
1577,4kTancl0Qa8Y7J0QKKTCrz,get you off my mind,get you off my mind,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1578,4kTancl0Qa8Y7J0QKKTCrz,I'm Moving On,I'm Moving On,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1579,4kTancl0Qa8Y7J0QKKTCrz,Miracle,Miracle,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1580,4kTancl0Qa8Y7J0QKKTCrz,give me hope,give me hope,"['Kayou.', 'artemis orion']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' artemis orion']",['japanese chillhop']
1581,4kTancl0Qa8Y7J0QKKTCrz,I Can't Hate You,I Can't Hate You,"['Kayou.', 'yaeow']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' yaeow']",['japanese chillhop']
1582,4kTancl0Qa8Y7J0QKKTCrz,these days will fade out,these days will fade out,"['Kayou.', 'Woven in Hiatus']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Woven in Hiatus']",['japanese chillhop']
1583,4kTancl0Qa8Y7J0QKKTCrz,It's Gonna Be Alright,It's Gonna Be Alright,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1584,4kTancl0Qa8Y7J0QKKTCrz,don't lie to me,don't lie to me,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1585,4kTancl0Qa8Y7J0QKKTCrz,wish u the best,wish u the best,"['Kayou.', 'Kaxi']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Kaxi']",['japanese chillhop']
1586,4kTancl0Qa8Y7J0QKKTCrz,It Won't Be Easy,It Won't Be Easy,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1587,4kTancl0Qa8Y7J0QKKTCrz,spring love,cherry blossom origami,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1588,4kTancl0Qa8Y7J0QKKTCrz,New York City Nights,New York City Nights,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1589,4kTancl0Qa8Y7J0QKKTCrz,I Was Wrong,I Was Wrong,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1590,4kTancl0Qa8Y7J0QKKTCrz,I'm Burning Out,I'm Burning Out,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1591,4kTancl0Qa8Y7J0QKKTCrz,gave you my heart,gave you my heart,"['Kayou.', 'Zaini', 'Cold Illumination']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Zaini', ' Cold Illumination']",['japanese chillhop']
1592,4kTancl0Qa8Y7J0QKKTCrz,I Just Wanna Be With You,I Just Wanna Be With You,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1593,4kTancl0Qa8Y7J0QKKTCrz,I Want to Know,I Want to Know,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1594,4kTancl0Qa8Y7J0QKKTCrz,Even Though I Loved You,The Last Summer Like This,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1595,4kTancl0Qa8Y7J0QKKTCrz,I Don't Deserve Her,I Don't Deserve Her,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1596,4kTancl0Qa8Y7J0QKKTCrz,On the Run,On the Run,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1597,4kTancl0Qa8Y7J0QKKTCrz,through the cold,through the cold,"['Kayou.', 'Shae Delea']",['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,"['Kayou', ' Shae Delea']",['japanese chillhop']
1598,4kTancl0Qa8Y7J0QKKTCrz,Seele,Seele,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1599,4kTancl0Qa8Y7J0QKKTCrz,I Had a Memory So Painful It Made Me Cry,The Last Summer Like This,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1600,4kTancl0Qa8Y7J0QKKTCrz,blame it all on me,blame it all on me,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1601,4kTancl0Qa8Y7J0QKKTCrz,I Can't Forget You,I Can't Forget You,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1602,4kTancl0Qa8Y7J0QKKTCrz,I Thought I Had You,I Thought I Had You,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1603,4kTancl0Qa8Y7J0QKKTCrz,I Know That's Not You,I Know That's Not You,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1604,4kTancl0Qa8Y7J0QKKTCrz,Bittersweet,Bittersweet,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1605,4kTancl0Qa8Y7J0QKKTCrz,A Starry Night,The Last Summer Like This,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1606,4kTancl0Qa8Y7J0QKKTCrz,I Don't Wanna Be,I Don't Wanna Be,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1607,4kTancl0Qa8Y7J0QKKTCrz,Sleepwalking,Sleepwalking,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1608,4kTancl0Qa8Y7J0QKKTCrz,Melancholia,Melancholia,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1609,4kTancl0Qa8Y7J0QKKTCrz,Hiraeth,It Was Only an Autumn Tale,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1610,4kTancl0Qa8Y7J0QKKTCrz,I'm So in Love With You,Memories of a Winter Day,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1611,4kTancl0Qa8Y7J0QKKTCrz,Heartache,Heartache,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1612,4kTancl0Qa8Y7J0QKKTCrz,My Heart Is Crying in the Cold,Memories of a Winter Day,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1613,4kTancl0Qa8Y7J0QKKTCrz,We Will Never Be One Again,Memories of a Winter Day,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1614,4kTancl0Qa8Y7J0QKKTCrz,You Still Mean the World to Me,It Was Only an Autumn Tale,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1615,4kTancl0Qa8Y7J0QKKTCrz,It's Not Worth It,It's Not Worth It,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1616,4kTancl0Qa8Y7J0QKKTCrz,Give Me a Purpose,Give Me a Purpose,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1617,4kTancl0Qa8Y7J0QKKTCrz,Distant Memories,It Was Only an Autumn Tale,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1618,4kTancl0Qa8Y7J0QKKTCrz,Fly With Me,Fly With Me,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1619,4kTancl0Qa8Y7J0QKKTCrz,i will miss these days,i will miss these days,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1620,4kTancl0Qa8Y7J0QKKTCrz,It Was Only an Autumn Tale,It Was Only an Autumn Tale,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1621,4kTancl0Qa8Y7J0QKKTCrz,birds and bees,cherry blossom origami,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1622,4kTancl0Qa8Y7J0QKKTCrz,my dearly beloved,my dearly beloved,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1623,4kTancl0Qa8Y7J0QKKTCrz,in my illusion,in my illusion,['Kayou.'],['japanese chillhop'],56,20,https://i.scdn.co/image/ab6761610000e5ebacbbe01c72b72f373d84d727,['Kayou'],['japanese chillhop']
1624,0cowTP1Le3YKrDV48ZnQkj,Bae Navy,Bae Navy,['Lavai'],[],5,20,https://i.scdn.co/image/ab6761610000e5eb48f5282d16c04ff291353a91,['Lavai'],['']
1625,6IWxOu9w3PtIpLa7A178ad,Come Home,Come Home,['Pegasus'],['swiss indie'],39,20,https://i.scdn.co/image/ab6761610000e5eb3006f23cead192e0c6e60486,['Pegasus'],['swiss indie']
1626,5HuxIPrc5s7LnbuAYNRQYK,Fool,Fool,['DAENS'],['swiss pop'],21,20,https://i.scdn.co/image/ab6761610000e5eba67cdcdd126b6144e514c75f,['DAENS'],['swiss pop']
1627,1sjcTXZESni2B5F8LERoSw,In Waves,In Waves,['AYU'],['bern indie'],8,20,https://i.scdn.co/image/ab6761610000e5ebf18f5d1b01d3443c380738e3,['AYU'],['bern indie']
1628,2fGiUDUx4A83VSkroYFfC4,Let's Talk About Love,Let's Talk About Love,['Sync & Play'],[],16,20,https://i.scdn.co/image/ab6761610000e5eb1e3201c30674ee32602ab7c7,['Sync & Play'],['']
1629,4Zc9Hs5BFdCOGSGk8KELzB,Think About Me Too,Think About Me Too,['Mella Casata'],[],7,20,https://i.scdn.co/image/ab6761610000e5eb2073cc5d0c7bf05d654e3197,['Mella Casata'],['']
1630,520moimuUJP9vZoN5NhQ2H,All Night Long,All Night Long,['HateBerry'],[],11,20,https://i.scdn.co/image/ab6761610000e5eb896e55a521e43961c827bd2f,['HateBerry'],['']
1631,21mgsWjJ4TmBxsUKexjJPT,breakup song,breakup song,['Laura Marano'],"['post-teen pop', 'social media pop']",49,20,https://i.scdn.co/image/ab6761610000e5ebeab7189884fc39199fb78a43,['Laura Marano'],"['post-teen pop', ' social media pop']"
1632,6brCOmpSb8v4IEAmNw4rgQ,Lost In The City,Lost In The City,['Echotypes'],[],6,20,https://i.scdn.co/image/ab6761610000e5eb5adc7e2b7ebd611d1fa36172,['Echotypes'],['']
1633,6UWui6Csqc1ywqnDzjOWnk,My Luv,My Luv,['Kid Travis'],"['chill r&b', 'pop', 'sad rap']",61,20,https://i.scdn.co/image/ab6761610000e5ebe3d59426b12dd9d1f1f3b43a,['Kid Travis'],"['chill r&b', ' pop', ' sad rap']"
1634,0wJldocDP2cSGVFU368HC6,Shine,Shine,['Leah Harris'],[],25,20,https://i.scdn.co/image/ab6761610000e5eb018cf1e08ffedc4ba483d244,['Leah Harris'],['']
1635,7dTRLSTpkxgb4aPYPchj3X,Summer Bummer,Summer Bummer,['The Band Karolina'],[],0,20,https://i.scdn.co/image/ab6761610000e5eb3b978b44ca001d9929668668,['The Band Karolina'],['']
1636,2qFolZ0t9iDaOtgwvtMl2f,A Million Followers,A Million Followers,['Heir'],['leeds indie'],12,20,https://i.scdn.co/image/ab6761610000e5ebd196e4b77abb07c1eb039b56,['Heir'],['leeds indie']
1637,7DI5lMybujziYTvkwJajab,Liars And Fakes,Liars And Fakes,['Mila Smith'],[],20,20,https://i.scdn.co/image/ab6761610000e5eb9297725cd4d07212036b2b4f,['Mila Smith'],['']
1638,7H0ovPvT9huVeoQOpO1gRZ,Masterpiece,Masterpiece,['Cooper Phillip'],[],11,20,https://i.scdn.co/image/ab6761610000e5ebcb9aa9943d4cd81708f48bf5,['Cooper Phillip'],['']
1639,19QCFflhLrWN7WVWk2Exsd,eggshells,eggshells,['Exxy'],[],9,20,https://i.scdn.co/image/ab6761610000e5eb1b45296b87e3c64dfb00ea7c,['Exxy'],['']
1640,1JWAavnpAvD1Aans3sMbs3,What Do You Want,What Do You Want,['Garvie'],[],4,20,https://i.scdn.co/image/ab6761610000e5eb69a94b1fc68c8b96da171df8,['Garvie'],['']
1641,4XWuvGGim0dmoXngwZmGGs,Go Mad,Go Mad,['Nova May'],[],31,20,https://i.scdn.co/image/ab6761610000e5eb8bb6e09000ad83ed7178471c,['Nova May'],['']
1642,7E1XXjHJx1GY0MXZpcgKea,summer died,summer died,['Labit'],[],6,20,https://i.scdn.co/image/ab6761610000e5eb7339ccf07f65a414c2ad8bef,['Labit'],['']
1643,0Rs5sBPlRyUTermFvQSmuj,Happy Again,Happy Again,['Kel Adore'],[],2,20,https://i.scdn.co/image/ab6761610000e5eb207790dd65698cf61be00d0a,['Kel Adore'],['']
1644,6hItbaMpomqDEIMsciqbv9,Loser,Loser,['Ariel Bold'],[],6,20,https://i.scdn.co/image/ab6761610000e5eb0578fd54a94afd69b72de237,['Ariel Bold'],['']
1645,3O9y3rdDNmNMClt8uczuey,No Label,No Label,['Rachel White'],[],12,20,https://i.scdn.co/image/ab6761610000e5eb90b0969dcece6009de2b857f,['Rachel White'],['']
1646,616WpPUg9RHskfwi4iGscv,Kissing Strangers,Kissing Strangers,['Andrea'],[],22,20,https://i.scdn.co/image/ab6761610000e5ebec64f8d120a85e0fa0b7fe29,['Andrea'],['']
1647,6OLolKvyW09TJNGrvCdsSd,In Your Life,In Your Life,['Scars on Louise'],[],5,20,https://i.scdn.co/image/ab6761610000e5eb4d06ae1d3fe55de4e556bcbc,['Scars on Louise'],['']
1648,06bXpbtpgnaU0cklDrSqlg,Psycho Ex,Psycho Ex,['Joonas'],[],9,20,https://i.scdn.co/image/ab6761610000e5eb5d60a1b99f9c7bcce7119601,['Joonas'],['']
1649,6xRlQCMpg8bmkHlluqDF7Z,Palm Springs for the Weekend,Palm Springs for the Weekend,['Devin Kennedy'],"['chill r&b', 'indie r&b']",45,20,https://i.scdn.co/image/ab6761610000e5eb3c9bf0f97076dc1fba8d9722,['Devin Kennedy'],"['chill r&b', ' indie r&b']"
1650,3J5sNfaYaDC999t4xaUGFZ,Light Waves,Light Waves,['Ralù'],[],1,20,https://i.scdn.co/image/ab6761610000e5eb17b4aa103d192482e5ad603b,['Ralù'],['']
1651,5apSz3CmfWa9U2zaP7KMIF,By Your Side,By Your Side,"['Tim Freitag', 'Vania']",['swiss indie'],26,20,https://i.scdn.co/image/ab6761610000e5eb2106b15a40157c9c17eff744,"['Tim Freitag', ' Vania']",['swiss indie']
1652,5pI8LHtI3dgpQWyhKzFVru,Vanilla,Vanilla,['Mad Hook'],[],0,20,https://i.scdn.co/image/ab6761610000e5eb9c8678f6d066b21fc0b7731b,['Mad Hook'],['']
1653,6X8oMJJEf1pOpBvUWmgqh3,Heart Emoji,Heart Emoji,['Sukie'],[],6,20,https://i.scdn.co/image/ab6761610000e5eb9439baafcbd921c8bee478c4,['Sukie'],['']
1654,5hnhCzhsDGaAFqLcKKN21A,Loose State of Mind,Loose State of Mind,['Blu Jay'],[],25,20,https://i.scdn.co/image/ab6761610000e5eb1ae761f75b182adf5cbe679d,['Blu Jay'],['']
1655,7geo7fjTQyp13Wf2ALTZCF,What You Do To Me,What You Do To Me,['Blanks'],[],51,20,https://i.scdn.co/image/ab6761610000e5eb370dd030d664cd56ea944272,['Blanks'],['']
1656,7ufLkxlHrq3NRaS1fCHOgq,Orare.,Marathon,['Nativ'],"['schweizer rap', 'swiss hip hop', 'swiss indie', 'swiss trap']",41,20,https://i.scdn.co/image/ab6761610000e5eb44501c271e78c1be2dedf8b5,['Nativ'],"['schweizer rap', ' swiss hip hop', ' swiss indie', ' swiss trap']"
1657,0hbhWipUf9YU70ynzWWMCB,waves,waves,['Stay Illusion'],[],11,20,https://i.scdn.co/image/ab6761610000e5ebb714b144a9e975ccce716f27,['Stay Illusion'],['']
1658,5aUy7Z5Q1m6f9fNp8or3sD,Bad Medicine,Bad Medicine,['FLØRE'],[],36,20,https://i.scdn.co/image/ab6761610000e5eb5113f8a471fac26a463a66c2,['FLØRE'],['']
1659,43XREBdVRoF4RB3brNoLf9,Floating,Floating,['Elliot Boyd'],[],5,20,https://i.scdn.co/image/ab6761610000e5eb5a7dd667176f64a7f5c4616f,['Elliot Boyd'],['']
1660,0Ae6oW3ISslTTIL7lIcCkn,I Could Die,I Could Die,['laye'],"['canadian contemporary r&b', 'montreal indie']",31,20,https://i.scdn.co/image/ab6761610000e5eb5c34a40dfbe2d105bbd02819,['laye'],"['canadian contemporary r&b', ' montreal indie']"
1661,1pwHSyOp1lppPxASOG0J99,Yore,How I'd Like It to Fade,['Ea Othilde'],[],18,20,https://i.scdn.co/image/ab6761610000e5ebdb9aa9c413d7f944b27d2206,['Ea Othilde'],['']
1662,5KGm6wSya8fqx7rRrVsnjZ,Uh Oh,Uh Oh,"['Leela', 'Brett Murphy']",[],39,20,https://i.scdn.co/image/ab6761610000e5ebc2f612b3fde934daffbc0be3,"['Leela', ' Brett Murphy']",['']
1663,18E7vRs277FpAIZelUzoCQ,Sleepyhead,Sleepyhead,['Hunter Moreau'],[],28,20,https://i.scdn.co/image/ab6761610000e5ebac44fa283a8c67e80cd129ea,['Hunter Moreau'],['']
1664,18wxlqChFTwNsoxNMEG6sN,He Don't Like The Sun,He Don't Like The Sun,['Alex McArtor'],[],30,20,https://i.scdn.co/image/ab6761610000e5eb34973c008d84a55bd0d3c16d,['Alex McArtor'],['']
1665,7M6b29gzDhTX4vE9ecxcDR,Don't Get So Close,Don't Get So Close,['Sydney Scotia'],[],5,20,https://i.scdn.co/image/ab6761610000e5eb5aa9f8c4b4a53ae949f04ded,['Sydney Scotia'],['']
1666,1xLhhhPXc6NUNxUXDG5Psb,Nobody Else,Nobody Else,"['Ruhde', 'Cammie Robinson']",[],34,20,https://i.scdn.co/image/ab6761610000e5eb8ed4047ee36dffd61e78399e,"['Ruhde', ' Cammie Robinson']",['']
1667,62jK2ts3UvjDcTzs8p5LQL,Change,Change,"['Andrew Caryl', 'okafuwa']",[],24,20,https://i.scdn.co/image/ab6761610000e5eb6cda28cb8a8177724bef40f3,"['Andrew Caryl', ' okafuwa']",['']
1668,2eGAHWide96MItPXtwxMr2,Better Days,Better Days,"['WIER', 'Antje Schomaker', 'Davina Michelle', 'DIKKA', 'Egon Werler', 'Emily Roberts', 'Glasperlenspiel', 'Johannes Strate', 'KAMRAD', 'KIDDO', 'Madeline Juno', 'Malik Harris', 'Max Giesinger', 'Michael Schulte', 'Mimoza', 'Moritz Garth', 'Nessi', 'Nico Santos', 'RAHEL', 'Ray Dalton', 'SDP', 'Stefanie Heinzmann', 'VENUS', 'YAENNIVER', 'Alvaro Soler', 'Daniel Donskoy', 'Jonas Monar', 'Rea Garvey']",[],50,20,https://i.scdn.co/image/ab6761610000e5eb5446561c201a5e459fe108ba,"['WIER', ' Antje Schomaker', ' Davina Michelle', ' DIKKA', ' Egon Werler', ' Emily Roberts', ' Glasperlenspiel', ' Johannes Strate', ' KAMRAD', ' KIDDO', ' Madeline Juno', ' Malik Harris', ' Max Giesinger', ' Michael Schulte', ' Mimoza', ' Moritz Garth', ' Nessi', ' Nico Santos', ' RAHEL', ' Ray Dalton', ' SDP', ' Stefanie Heinzmann', ' VENUS', ' YAENNIVER', ' Alvaro Soler', ' Daniel Donskoy', ' Jonas Monar', ' Rea Garvey']",['']
1669,2CJLFPSTi8oKrvOaGBzMha,Third Time's A Charm,Third Time's A Charm,['Charlotte Waltz'],[],6,20,https://i.scdn.co/image/ab6761610000e5eb3586feb6151cd8b1eedc192e,['Charlotte Waltz'],['']
1670,03ECCGHAyJFGt30gftQKj2,Love Myself Alone,Ghost Reflections,['Callen'],[],24,20,https://i.scdn.co/image/ab6761610000e5eb25ff7e738cd4d008f1504303,['Callen'],['']
1671,3PMqVecYp6tFBk7d7SDlPm,School Friends,School Friends,['Novaa'],['vapor soul'],48,20,https://i.scdn.co/image/ab6761610000e5eb31150e191202a9be6ad2199d,['Novaa'],['vapor soul']
1672,6sOxk8gr7bsACj95waVXx7,Bullies For Breakfast,Bullies For Breakfast,['Piper 57'],[],11,20,https://i.scdn.co/image/ab6761610000e5eb0bed1f665a40fa5e5374d31d,['Piper 57'],['']
1673,4bl0IWKacxxZSbGZleZ9Ji,BIGGER,BIGGER,['daddi'],[],19,20,https://i.scdn.co/image/ab6761610000e5eb888620f9a5aa16047963b8bc,['daddi'],['']
1674,4BI5i3MlNaNIi5BPby3r3O,Flatlined,Flatlined,['LEROCQUE'],[],25,20,https://i.scdn.co/image/ab6761610000e5ebe5aaaa2933ebb885272137f7,['LEROCQUE'],['']
1675,6U6EnDnFTXiG7Ot8htFdko,Feelin Fine,Feelin Fine,['supercuts'],[],11,20,https://i.scdn.co/image/ab6761610000e5ebe60fd2e10a8f0b46c12b78da,['supercuts'],['']
1676,6LmymAfsFtt2CaJSj9hdCn,Megan Fox,Megan Fox,['Kayla DiVenere'],[],28,20,https://i.scdn.co/image/ab6761610000e5ebdd3db5b869d141d59bd728eb,['Kayla DiVenere'],['']
1677,5aUy7Z5Q1m6f9fNp8or3sD,Sick Of Being Sad,Sick Of Being Sad,['FLØRE'],[],36,20,https://i.scdn.co/image/ab6761610000e5eb5113f8a471fac26a463a66c2,['FLØRE'],['']
