,id,song,tags,thumbnail
2972,3IzepIGEFUSFFnuIVGwZDS,in demand,"in demand,manni sandhu, navaan sandhu,bhangra, desi hip hop, desi pop, punjabi pop,20,62",https://i.scdn.co/image/ab6761610000e5eb085516a0ef4523a1e320f6da
2973,7HCqGPJcQTyGJ2yqntbuyr,iktara,"wake up sid ,amit trivedi, kavita seth, amitabh bhattacharya,desi pop, filmi, modern bollywood,20,67",https://i.scdn.co/image/ab6761610000e5eb8862744d5827e0fbd04d61aa
2974,5wQDQFm7Ku8WWGi5xqJ9lp,mungda,"total dhamaal,jyotica tangri, shaan, subhro ganguly, gourov-roshin, laxmikant–pyarelal,desi pop, filmi, modern bollywood,20,59",https://i.scdn.co/image/ab6761610000e5ebaf94e2b2579d98d4d3b1ab15
2975,1ZjTtkG8iHppYgibGNc4rw,no going back,"five reasons,mumzy stranger, dixi,desi hip hop, desi pop,20,49",https://i.scdn.co/image/ab6761610000e5eb7a40662d01a83222451acb22
2976,6wmETiZFS8CviwUTaeoVgf,yaar beli,"yaar beli,guri,desi hip hop, desi pop, doujin, modern bollywood, punjabi pop,20,55",https://i.scdn.co/image/ab6761610000e5eb1e246e1c6315aad957fa6c83
2977,2RlWC7XKizSOsZ8F3uGi59,daryaa,"manmarziyaan ,ammy virk, shahid mallya,desi pop, punjabi pop,20,61",https://i.scdn.co/image/ab6761610000e5eb02711e80d568eae38449febb
2978,3yMmYEklQ7gLOZXEFNd3xr,chahun main ya naa,"best of palak muchhal,palak muchhal, arijit singh,desi pop, filmi, modern bollywood,20,66",https://i.scdn.co/image/ab6761610000e5eb37d0a183ce70dd31008f5622
2979,1sVmXkzX2ukc6QvasrDBES,lae dooba by asees kaur,"the asees kaur collection,asees kaur,desi pop, filmi, modern bollywood,20,70",https://i.scdn.co/image/ab6761610000e5eb7a3ea02cd6c3eb5a360c8e11
2980,71oGOxg5ez52Hh1Ye41A98,zaroorat,"best of shraddha kapoor,mustafa zahid,desi hip hop, desi pop, filmi, modern bollywood, pakistani pop,20,55",https://i.scdn.co/image/ab6761610000e5eb68388c7a3dfecbfc09be484c
2981,76fuWYgIf3TVIopTs3vaJ6,soch na sake,"airlift,amaal mallik, arijit singh, tulsi kumar,desi pop, filmi, modern bollywood,20,67",https://i.scdn.co/image/ab6761610000e5eb5eb61850849f7489c055b96b
2982,5GnnSrwNCGyfAU4zuIytiS,phir se ud chala,"rockstar,mohit chauhan,desi pop, filmi, modern bollywood,20,70",https://i.scdn.co/image/ab6761610000e5eb16691117e2ba803946b203ba
2983,0y59o4v8uw5crbN9M3JiL1,voodoo,"voodoo ,badshah, j balvin, tainy,desi hip hop, desi pop, desi trap, haryanvi pop, modern bollywood,20,73",https://i.scdn.co/image/ab6761610000e5eb65c4852dfd1db12654bdf188
2984,6RF8hEdlUKoLPQOHmBbHiM,jogi,"shaadi mein zaroor aana,yasser desai, aakanksha sharma,desi pop, filmi, modern bollywood,20,66",https://i.scdn.co/image/ab6761610000e5eb2b7ca321131b0adb237d2fe8
2985,5SuRAj1A9FEHj5NxS86YAm,allah waariyan,"yaariyan,shafqat amanat ali,classic pakistani pop, desi pop, filmi, modern bollywood, pakistani pop, sufi,20,61",https://i.scdn.co/image/ab6761610000e5eb3a597aea2383628fa4993388
2986,5ixQ5hSywFLUaxoaA0uVaH,kiya kiya,"welcome,anand raj anand, shweta pandit,desi pop, filmi, modern bollywood,20,57",https://i.scdn.co/image/ab67616d0000b273e3fcf9171730df35aaf03c67
2987,4oVMLzAqW6qhRpZWt8fNw4,allah ke bande,"waisa bhi hota hai part 2,kailash kher,desi hip hop, desi pop, filmi, indian folk, modern bollywood, sufi,20,63",https://i.scdn.co/image/ab6761610000e5ebc6d179e514b5cfe685f19a2e
2988,6Eh92TEgarADIOborTEsDJ,shayar,"shayar,sarmad qadeer,desi hip hop, desi pop, pakistani pop,20,35",https://i.scdn.co/image/ab67616d0000b27375c0a9a787754f4812b44823
2989,5fvTHKKzW44A9867nPDocM,sapna jahan,"sapna jahan ,ajay-atul, sonu nigam, neeti mohan,desi pop, filmi, modern bollywood,20,60",https://i.scdn.co/image/ab67616d0000b273b22e21de789378f223e1795f
2990,2kkQthS9OLpK4UqNWYqoVl,khamoshiyan,"khamoshiyan ,jeet gannguli, arijit singh,desi pop, filmi, modern bollywood,20,60",https://i.scdn.co/image/ab6761610000e5eb4071f043160cd787e6a483ce
2991,3qdu3XhzSzkRhbwdFKnSuw,boom boom,"boom boom ,sajid-wajid, mika singh,desi pop, filmi, modern bollywood,20,51",https://i.scdn.co/image/ab67616d0000b273c52900b39ef7ae005e6ec58d
2992,4IKVDbCSBTxBeAsMKjAuTs,pehla pyaar,"kabir singh,armaan malik,desi pop, filmi, modern bollywood,20,71",https://i.scdn.co/image/ab6761610000e5ebb267d090419f8d18430789a8
2993,0IA4SdCS8HBDX6oBoOlgaf,overal,"overal ,f1rstman, boef, dj youss-f,basshall, desi hip hop, desi pop, dutch hip hop, dutch rap pop,20,50",https://i.scdn.co/image/ab6761610000e5eb2c86a4f4e904ae9bd97b6ec6
2994,4fEkbug6kZzzJ8eYX6Kbbp,kya mujhe pyar hai,"woh lamhe,kk,desi pop, filmi, modern bollywood,20,70",https://i.scdn.co/image/ab6761610000e5ebb09a31f853166e721d4d46b2
2995,3OQRPFFS3OsltFjFAXu1kE,shadgi,"shadgi,parmish verma,desi pop, punjabi pop,20,55",https://i.scdn.co/image/ab6761610000e5eb44f61e2999acebf957f2b9e6
2996,3xyfJgRtCzUrNshzo4Deg9,whatchu sayin'?,"whatchu sayin?,nish, anik khan, robin dey,desi pop,20,37",https://i.scdn.co/image/ab6761610000e5eb2924d5a72dd236d0814697e0
2997,2oSONSC9zQ4UonDKnLqksx,tu jaane na,"ajab prem ki ghazab kahani ,atif aslam, pritam,classic pakistani pop, desi pop, filmi, modern bollywood, sufi,20,73",https://i.scdn.co/image/ab6761610000e5ebc40600e02356cc86f0debe84
2998,19jOqaZTvseWAgi4PaQJrd,sniper,"sniper,sama blake,desi hip hop, desi pop,20,29",https://i.scdn.co/image/ab6761610000e5ebb4185967a0635fd0dcc826a4
2999,3e1b5YHWfO80pDTVulRlLk,mon juraiya,"mon juraiya,bilal shahid,desi pop,20,27",https://i.scdn.co/image/ab6761610000e5eb814c702e97eb35d9001f0226
3000,4L7glay6qnMnr6MQawUzjT,gal karni,"stay tuned,twinbeatz, romey maan, amar sandhu, push kahlon, gc gate citizens,desi hip hop, desi pop, indian edm,20,33",https://i.scdn.co/image/ab6761610000e5eb731ae84be7a6dae177d39a94
3001,5fuBZptKdXWB7NLT2eDwaT,tum kyun chale aate ho,"tum kyun chale aate ho,jalraj,desi pop, modern bollywood,20,59",https://i.scdn.co/image/ab6761610000e5eb41d0a40b84280ac087e7b7ec
3002,5kvGYraWFlXs2Jbt1Kphn8,ask them,"the main man,gippy grewal, karan aujla,bhangra, desi pop, punjabi pop,20,54",https://i.scdn.co/image/ab6761610000e5eb02613d44325d9cf5c4232fc1
3003,0G4H2fBVHbe6grWwuPH0uo,releh,"most wanted,hunterz,bhangra, desi hip hop, desi pop,20,32",https://i.scdn.co/image/ab6761610000e5ebb562bb6f49cfd7079d5f89e0
3004,0VzfZ6oTUwavynHoN4Uuxf,aaj me peeni,"ready or not,pbn, sanjay dhaliwal,bhangra, desi pop,20,35",https://i.scdn.co/image/ab6761610000e5eb3c62f3380040d5162332b10a
3005,12YXziil26eQvhC4lRRmre,rock my world,"rock my world,tymore,desi pop,20,19",https://i.scdn.co/image/ab6761610000e5eb41c5086667c0021c318c6122
3006,4ZPiabRclxJHc90C0eY8xh,taare,"taare,a kay,desi pop, punjabi hip hop, punjabi pop,20,47",https://i.scdn.co/image/ab67616d0000b2739558bf06dcf6b8f83bc4720a
3007,0CP2yDO5i5Q2G1fRj6C8JV,tayari haan di,"tayari haan di,kulwinder billa,desi hip hop, desi pop, punjabi pop,20,49",https://i.scdn.co/image/ab6761610000e5eb7722c18f100d093bac074a76
3008,1CluO4PWr2z45POcQ92ZPs,motti motti akh,"motti motti akh,shivjot, gurlez akhtar,desi pop, punjabi pop,20,49",https://i.scdn.co/image/ab6761610000e5eb6937f1759cdd185ec1fff727
3009,64Bnlany1OG6esdJyOxyey,dilli ki ladki,"dilli ki ladki,tanzeel khan,desi pop, modern bollywood,20,53",https://i.scdn.co/image/ab6761610000e5ebe78999140e070068bce364c6
3010,0kJO65h553i1iGsZutBuqz,dil kya kare,"salaam,adnan sami,classic bollywood, classic pakistani pop, desi pop, filmi, modern bollywood,20,57",https://i.scdn.co/image/ab67616d0000b2738d5b19305095a36a74407b7c
3011,03OyUdw7Xh6XC249YPXWUR,beja beja,"beja beja,abeer arora, manj musik,desi pop,20,29",https://i.scdn.co/image/ab6761610000e5eb2bf920d3f53f8984fef057f1
3012,5tJx4B5oBr1LJkkHI8GFYX,ye pyar nahi to kya hai,"ye pyar nahi to kya hai,rahul jain,desi pop, modern bollywood,20,54",https://i.scdn.co/image/ab6761610000e5ebb29caa865351cbda6a179e74
3013,55NgsJHIYOrbyoZSA3CEel,dil jaaniye,"dil jaaniye,nafees,desi pop,20,28",https://i.scdn.co/image/ab67616d0000b27365d49d7da0f284b6e3b0d2db
3014,008PpLcKUtVXle6JSwkq3I,khatam hue waande,"khatam hue waande,emiway bantai,desi hip hop, desi pop, desi trap, hindi hip hop,20,60",https://i.scdn.co/image/ab6761610000e5eb6bbf247aaff6a263c66891e2
3015,2ZzyxohC32i649slMn9Kgk,gal karke,"gal karke,inder chahal,desi pop, punjabi pop,20,55",https://i.scdn.co/image/ab6761610000e5eb84deb854d2c0048503e4a9b8
3016,6S5gjIbHTmQ2uKljKjqLSp,dudh chaa,"29 summers,ahmed khan, h-dhami,desi pop,20,26",https://i.scdn.co/image/ab6761610000e5ebd0512fa3e9fcb54de2f54167
3017,2f71laBAdaAaxoRjIFo9Yj,the love mashup 2,"the love mashup 2,muki, asiya,desi pop,20,38",https://i.scdn.co/image/ab6761610000e5eba55a93f49bcac83d8a554664
3018,45LSiycLy1JsWUMObvPvpX,mera yaar,"mera yaar ,gurnam bhullar, b praak,desi pop, punjabi pop,20,61",https://i.scdn.co/image/ab6761610000e5ebe4ba826a2a73d0d81dab0618
3019,5lMNphVhMLvhFmTWiKiLA2,ktmbk,"genesis 1:1,zaeden, hanita bhambri,desi pop, hindi indie, indian edm,20,58",https://i.scdn.co/image/ab6761610000e5ebdc61a0559684cd2c4b098695
3020,4F5ZNBJDep3GTrMip2tpI4,ve dhola,"ve dhola,prabh gill,desi hip hop, desi pop, punjabi pop,20,53",https://i.scdn.co/image/ab6761610000e5eb721a6638f83b67acd8407d26
3021,0GgtsI54TB5WM3350rYpvK,tu mera main teri 2.0,"tu mera main teri 2.0,h-dhami, kiranee, rishi rich,bhangra, desi pop,20,31",https://i.scdn.co/image/ab6761610000e5eb3a54be739d5c307f751060e2
3022,3TozxPbDes76aGFdfv7PMv,positivity,"positivity,jordan sandhu,desi pop, punjabi pop,20,61",https://i.scdn.co/image/ab6761610000e5eb4ea4d3971f547320962149c4
3023,1t44XSPiW7z8PebleCo7uP,aya tenu lehn,"new memories,fateh, simar,desi hip hop, desi pop, desi trap, punjabi hip hop,20,50",https://i.scdn.co/image/ab6761610000e5eb54d18112c88cdf4df1d99c5f
3024,0Y9MLLehpG4J1ppfSXu0pk,avenue,"2.0 blackmarket,culture shock,desi pop,20,27",https://i.scdn.co/image/ab67616d0000b2733e254686f9d23adde4cab5d5
3025,786IyTCDGwaS8uCbgJ88we,dream room,"dream room,shav & vinny,desi pop,20,26",https://i.scdn.co/image/ab6761610000e5eb976869b2147f4dadd786926b
3026,62RUJAVFb2U8n54mYnZAmS,yaara dildara,"the revolution,roach killa, shahid ali khan, surinder rattan,bhangra, desi hip hop, desi pop,20,52",https://i.scdn.co/image/ab6761610000e5eb0027bfafae9b2256a19cd7ad
3027,36vLOasO8BD2hzG9nab0ED,teri yaadein,"shrey singhal,shrey singhal,desi pop, modern bollywood,20,51",https://i.scdn.co/image/ab67616d0000b273b556838d49aba4170d3817c6
3028,6WPmTGeeoymoVlXVtsCwz7,saajanji ghar aaye,"kuch kuch hota hai,kavita krishnamurthy, kumar sanu, alka yagnik,classic bollywood, desi pop, filmi, modern bollywood,19,63",https://i.scdn.co/image/ab6761610000e5eb4f1d4019906979d45f7200a3
3029,4qkYw7Vv8Azv6JE053WYi4,the heartbreak mashup 4,"the heartbreak mashup 4,haseeb haze, muki,desi pop,20,37",https://i.scdn.co/image/ab6761610000e5eb351d04e251f5b2f7f963f621
3030,2praKdsjYPKh2yNXBdTWGT,roi na,"roi na ,ninja, goldboy,desi pop, punjabi pop,20,51",https://i.scdn.co/image/ab67616d0000b273cf3d890e09759821635e55a3
3031,1fTMfqHcXtTa0G42Wu7qH5,broken heart,"broken heart,nawab, seerat bajwa,desi pop, punjabi pop,20,47",https://i.scdn.co/image/ab67616d0000b273445f3f14781fd8eb6becd90a
3032,7GPyedHMvKTiM2OfXc0MVv,wakhra swag,"gabru top 10,navv inder, badshah,desi hip hop, desi pop,20,48",https://i.scdn.co/image/ab6761610000e5eb690ea8c9edc423968fe45be8
3033,7o7doCwqft91WC690aglWC,o mere dil ke chain,"rewind with sanam,sanam,desi pop, modern bollywood,20,63",https://i.scdn.co/image/ab6761610000e5eb65cc3f60527ee1564b659cd8
3034,1wRPtKGflJrBx9BmLsSwlU,shayad,"love aaj kal ,pritam, arijit singh,desi pop, filmi, indian instrumental, modern bollywood,20,81",https://i.scdn.co/image/ab6761610000e5eb9966790d6abff677d3979eb6
3035,0Vjwka9dESqFMtbXD1phDu,got it all,"got it all,upsidedown, the prophec,desi pop,20,41",https://i.scdn.co/image/ab6761610000e5eb5be6c314e4744466d6e6a827
3036,1tqysapcCh1lWEAc9dIFpa,humnava mere,"humnava mere,jubin nautiyal, rocky - shiv,desi pop, filmi, hare krishna, modern bollywood,20,74",https://i.scdn.co/image/ab6761610000e5eb1a9d9cfc59b01338c0786953
3037,1cqZQSRjE8Bl0PABOkVU9c,jinni sohni,"amreeke aala,g. sidhu, urban kinng,bhangra, desi pop, punjabi pop,20,35",https://i.scdn.co/image/ab6761610000e5eb3c1b8517be68e4ebec6acd0a
3038,7u6RBOYzvUPq5c9dKewWC2,duniyaa,"duniyaa,officiald8,desi pop,20,39",https://i.scdn.co/image/ab6761610000e5ebd3defe33e804241d84a35c77
3039,58WvZd2YS4otyV7EOVhHQF,bemani,"bemani,shide boss, nida,desi hip hop, desi pop,20,29",https://i.scdn.co/image/ab6761610000e5ebc12f2763338393540200486b
3040,0ZEiDnkNsdY6IXWUjWuBU2,sweet teri smile,"sweet teri smile,raashi sood,desi pop,20,40",https://i.scdn.co/image/ab6761610000e5eb876afac20d1318a931ff36a9
3041,5CGQa62CAweD76eHlDmp1m,jatt te jawani,"next chapter,dilpreet dhillon, karan aujla,desi pop, punjabi pop,20,58",https://i.scdn.co/image/ab67616d0000b2734d6212c1d8b3717ec30edc5a
3042,6TRcwPQiddMiQ6H22iwnoG,kamla,"kamla,rajvir jawanda,desi hip hop, desi pop, punjabi pop,20,46",https://i.scdn.co/image/ab6761610000e5eb50dabc0ae86e21fb77cd4dec
3043,2FPwX3Gh0w4Qr1v3zSTtcT,kaun mera,"special 26,papon,desi pop, filmi, indian folk, modern bollywood,20,58",https://i.scdn.co/image/ab6761610000e5eb0dd274246ecf6019bfac1aef
3044,682M6cmwGHOyAB1ZmPv38W,dreams,"dreams,gurnazar, medhavini,desi pop, punjabi pop,20,49",https://i.scdn.co/image/ab6761610000e5eb276ca3eb06952255bfdc7199
3045,6pU5oz09VUYtnFTd4P1Mxn,sun sohniye,"sun sohniye ,ranjit bawa, nimrat khaira,desi pop, punjabi pop,20,54",https://i.scdn.co/image/ab6761610000e5eb2d32d9527f3524d3ef2bd574
3046,3wQ87Cx3N17p9LuaqgWpEE,i keep falling,"i keep falling,sal houdini,desi pop, trap soul,20,40",https://i.scdn.co/image/ab6761610000e5eb94fc686a5423a2cadedae17b
3047,3mnR9SJ3hfV6EcrGKH44H9,jhanjra,"jhanjra,karan randhawa,desi pop, punjabi pop,20,54",https://i.scdn.co/image/ab6761610000e5ebd4728cdbf81cc6afd567b842
3048,34RXskrFhZmHo54xTt9L0B,after party,"after party,dj lyan, kanika kapoor, arjun, mumzy stranger, nish,desi pop,20,32",https://i.scdn.co/image/ab6761610000e5ebc42c0b265f9f9d11cfbd439e
3049,7eymaZJllgRKh54C1slh3M,all i need,"all i need,jernade miah,desi pop,20,28",https://i.scdn.co/image/ab6761610000e5eb9e626929f7fd89d1f1d5766c
3050,6nAVJkZZ55jorZmO5bpezv,yaad piya ki aane lagi,"pyaar koi khel nahin,falguni pathak,classic bollywood, desi pop, filmi, modern bollywood,19,50",https://i.scdn.co/image/ab6761610000e5eb875b10d00c63ddc499da683e
3051,4K6blSRoklNdpw4mzLxwfn,ladki badi anjani hai,"kuch kuch hota hai,kumar sanu, alka yagnik,classic bollywood, desi pop, filmi, modern bollywood,19,68",https://i.scdn.co/image/ab6761610000e5ebdd546aa61ed7b95b04b4d8c3
3052,5zkTvI8BqLcbNxzapM8oLd,love me,"love me,khiza, soni-j,bhangra, desi pop,20,29",https://i.scdn.co/image/ab6761610000e5eb81416b1f05b0476916bb5de3
3053,3t7Sce3XacwEYUJLt0zGDW,tujhe maaf kiya,"chaabian boyz vol. 2,frenzo harami,desi pop, uk hip hop,20,43",https://i.scdn.co/image/ab6761610000e5ebb2a3c9cf98572c25cfa49f50
3054,5gVozagAcRKYCeAVnlC3Nk,ek raat,"ek raat,vilen,desi hip hop, desi pop, modern bollywood,20,58",https://i.scdn.co/image/ab67616d0000b273e1b3131b1ac50e16eb621103
3055,2KnNv9FWraSIxs0Sce2tdl,tere piche,"tere piche,kay v singh, dilraj,desi pop, punjabi pop,20,24",https://i.scdn.co/image/ab67616d0000b27337379a95c873c90b384e608d
3056,0SYzFdrN29gelgtWpIVmhb,vibin,"sibley gospel,prophec,desi pop,20,18",https://i.scdn.co/image/ab67616d0000b27315bd380c0ef1887e970ee9cf
3057,02ezrUNPpbxv2NQE2TbEoJ,ghetto refix,"ghetto refix,junai kaden, tasha tah, ramee, mumzy stranger, char avell,desi hip hop, desi pop,20,20",https://i.scdn.co/image/ab6761610000e5eba98adfe8dbd92d8238338701
3058,0wsuu0i3CbgYaormvhnXat,ajj kal ve,"ajj kal ve ,barbie maan, sidhu moose wala,desi pop, punjabi pop,20,43",https://i.scdn.co/image/ab6761610000e5ebcd860cc8482a196e78fe03ed
3059,3tPQOjkxO3mrYrrgkTeXgH,pilla picture perfect,"ranarangam,nikhita gandhi,desi pop, modern bollywood,20,68",https://i.scdn.co/image/ab6761610000e5eb5328de055afe34eccf1faeba
3060,54JSrqrl6XcROWeVRKUU3y,aaja mahiya,"aaja mahiya,arma,desi pop,20,32",https://i.scdn.co/image/ab6761610000e5eb9794b1cca6d396ef79b8d953
3061,67XQGZSc63AMXMINY8H7Fx,rose bud,"defcon 1,tarsem jassar, kiran sandhu,desi pop, punjabi pop,20,58",https://i.scdn.co/image/ab6761610000e5eb02ec3a1a1cc769a7e4ed0cc6
3062,0SWOtgI95g7oVrP9halrmP,tu te kehndi c,"i am icon,bohemia, divine,desi hip hop, desi pop, pakistani hip hop, punjabi hip hop,20,60",https://i.scdn.co/image/ab6761610000e5ebe16d25161e180b1958cc759d
3063,3t4P7aXVor3NxlJPZxLzOQ,channa vey,"channa vey,kunal ganjawala,desi pop, filmi, modern bollywood,20,55",https://i.scdn.co/image/ab6761610000e5eb41cfd898aecb39498db2a76b
3064,0NErdIJtuKBjtxKmlqaWdj,raavana,"dsp musical hits,divya kumar,desi pop, filmi, indian folk, modern bollywood,20,59",https://i.scdn.co/image/ab6761610000e5eb759f11d8a4f906963a6e3a96
3065,0QntOArZgiNHoemAzwJPu5,dekhi jau,"nothing like before,gur sidhu, gurlez akhtar,desi pop, punjabi pop,20,65",https://i.scdn.co/image/ab6761610000e5eb17c18cdd53ef4a8b8bb4f3f6
3066,6fvSUKNxAmvtRJUjscMWeA,hilaija,"hilaija,happy singh,desi pop,20,26",https://i.scdn.co/image/ab6761610000e5ebbca710155091d6e244da45fb
3067,2wDTo0nO2ZKJN7VUeGmuyg,chatak matak,"chatak matak,renuka panwar,desi pop, haryanvi pop,20,53",https://i.scdn.co/image/ab6761610000e5eb9c1cd55546dd751835da3a9b
3068,7w4cOzDZ5rfomlKHfunmbV,mera mahi tu pateya,"the best of,lehmber hussainpuri, miss pooja, jeeti,bhangra, classic bhangra, desi hip hop, desi pop, punjabi pop,20,46",https://i.scdn.co/image/ab67616d0000b273080fc78aa66f56fbee8cfd2d
3069,10cESI2qXWXWxfkeomFOON,pindan de jaaye,"pindan de jaaye,sajjan adeeb,desi pop, punjabi pop,20,49",https://i.scdn.co/image/ab6761610000e5eb28a7354c9aceb1266a85cb4a
3070,5as8A4G47Ohu9NSWs3Je8U,chura liya hai tumne jo dil ko,"singing icon ,asha bhosle, mohammed rafi,chutney, classic bollywood, desi pop, filmi, sufi,20,65",https://i.scdn.co/image/ab6761610000e5eb7c6855a92b408b6f82f3e6d1
3071,4mBxoO0pAcMbAwuTcrcLMc,dil tu hi bataa,"krrish 3,alisha chinai, zubeen garg,classic bollywood, desi pop, filmi, modern bollywood,20,57",https://i.scdn.co/image/ab6761610000e5ebbc93e04eb49c822f0079d455
3072,0v4nFU5A4I7Jo8MHMyVrqw,chahun main ya na x idhazhin oram,"chahun main ya na x idhazhin oram,arvind, mj melodies,desi pop,20,28",https://i.scdn.co/image/ab6761610000e5ebc6fcbbaf07c5a0dd43c24ea1
3073,5Uvn1P3OFu268QovsUAnDu,tere liye,"veer ,madan mohan, lata mangeshkar, roop kumar rathod, javed akhtar,classic bollywood, desi pop, filmi, indian instrumental, modern bollywood,20,53",https://i.scdn.co/image/ab67616d0000b27396fa496a2cfc301430589024
3074,2sC8JDQrhhEjnpeHrTYzjf,ni main samajh gaya,"ni main samajh gaya ,jai matt, dr. srimix,desi pop,20,28",https://i.scdn.co/image/ab6761610000e5eb8cfaa2c094b8b9f520d654b4
3075,4rgw8A5vcYinpZLDKHrEdV,ikko,"ikko ,satinder sartaaj,desi pop, punjabi pop, sufi,20,55",https://i.scdn.co/image/ab6761610000e5eb0cd2a9ad8a3cb50cc221081a
3076,433RQky1bQVcNrYhHdsLIu,wang,"case ,preet harpal,desi hip hop, desi pop, punjabi pop,20,39",https://i.scdn.co/image/ab67616d0000b273f3da0e4404de464f1fb95d18
3077,4E5oyNFcB3uXLkLdjYmP9Z,pesugiraen,"satham podathey ,neha bhasin,desi pop, filmi, modern bollywood,20,53",https://i.scdn.co/image/ab6761610000e5eb1f8b2e952c3cb116417bc5d7
3078,64uvrYatqmyipPnideDxHe,kahin deep jalay,"kahin deep jalay,sparkaman, asiya,desi pop,20,34",https://i.scdn.co/image/ab6761610000e5eb273bf2c3623956e4772202db
3079,4FJhE5ToBQGzOGf0D5Xd1C,khayaal,"khayaal,abhijeet srivastava, prateeksha srivastava,desi pop, modern bollywood,20,54",https://i.scdn.co/image/ab6761610000e5eb135bb6156732cf841ee2d2da
3080,5ibzPrRPkXhl9VHzm6C11m,bewafa,"bewafa ,pavvan, pav dharia,desi pop,20,38",https://i.scdn.co/image/ab6761610000e5eb30ae763f76325b2a278bbc72
3081,6zZYTWiIQEBe7ioLs7qyup,alone,"legal tender 2.5,culture shock,desi pop,20,27",https://i.scdn.co/image/ab67616d0000b2738dec339377939a26380bb19a
3082,0GF4shudTAFv8ak9eWdd4Y,ek ajnabee haseena se,"ajanabee,kishore kumar, r. d. burman,classic bollywood, desi pop, filmi, modern bollywood,19,68",https://i.scdn.co/image/ab6761610000e5ebc9ac92d87de28795c1c49730
3083,6RaaI1LFbz9RxyXlhVEBiR,ziddi,"ziddi,mj5,desi pop,20,30",https://i.scdn.co/image/ab67616d0000b27396b7d817fda43724c3a3510d
3084,3IlSLDQTwlMSGiWDRoJ0Gj,tera pyar,"world famous,panjabi hit squad, alyssia,bhangra, desi hip hop, desi pop, world chill,20,29",https://i.scdn.co/image/ab6761610000e5eb6833907969b2964e68716f31
3085,1taiKY0UBdnpd0tA1DM5Vq,looking amazing,"looking amazing,caps,birmingham hip hop, desi pop, uk hip hop,20,43",https://i.scdn.co/image/ab6761610000e5eb5bdc61576f50124f168b4bb2
3086,0gXDpqwYNDODn7fB0RDN8J,maine poochha chand se,"audiobiography,mohammed rafi,classic bollywood, classic tollywood, desi pop, filmi, sufi,20,64",https://i.scdn.co/image/ab6761610000e5ebda1f4136a46f6a9cd99382bf
3087,34UvVIz1pxvFOQZt3fHNSv,lord knows,"lord knows,jj esko,desi pop, uk hip hop,20,40",https://i.scdn.co/image/ab6761610000e5ebf3300c293b1b458c219b475b
3088,4BBdp811wrWrr1zk9dENUE,dil se bandhi ek dor,"badhai ho badhai,pamela jain,classic bollywood, desi pop, filmi, gujarati garba, modern bollywood,20,46",https://i.scdn.co/image/ab6761610000e5ebed83e7140229f0eb34cc88c9
3089,4bWGzsNAtfPp8P7pSBukH8,temple,"temple,jasmin walia, zack knight,desi pop,20,53",https://i.scdn.co/image/ab6761610000e5eb1e5b56ba98c689cf317fbed3
3090,7hHDO4bJGlEaEHlY2lj1eZ,uchiyaan dewaraan,"uchiyaan dewaraan,bilal saeed, momina mustehsan,desi hip hop, desi pop, pakistani pop, punjabi pop,20,59",https://i.scdn.co/image/ab6761610000e5eb7f643be8d1a4318850d9f059
3091,7JMBJmGMqw4H33HECyW4QP,dum dee dum,"dum dee dum,zack knight, jasmin walia,desi hip hop, desi pop, modern bollywood,20,59",https://i.scdn.co/image/ab6761610000e5eb80ed3cceb3b0e74ed928d3ec
3092,0j2LQCxHNcJdkuJRa8KEp5,samne rehni e,"samne rehni e,pav dharia,desi pop, punjabi pop,20,59",https://i.scdn.co/image/ab6761610000e5eb9b260117504b0610d327670d
3093,0mJDQBWytBhOh5JB1DOQ1c,dil tutteya,"dil tutteya,jasmine sandlas,desi pop, punjabi pop,20,59",https://i.scdn.co/image/ab6761610000e5eb9a25224792e6bd5f3b4d20d0
3094,1cfG7UM0OD4O1II1nd15Qo,meherbaan,"bang bang ,ash king, shilpa rao, shekhar ravjiani,desi pop, filmi, modern bollywood,20,63",https://i.scdn.co/image/ab6761610000e5ebe675e42665c0bb20d55ea773
3095,2sN4fSzAm2rAL0HIurPCEM,ik tera,"ik tera,maninder buttar,desi hip hop, desi pop, punjabi pop,20,62",https://i.scdn.co/image/ab6761610000e5eb5b4f3fb5524ca3680574e145
3096,3bAFvRjPZrpRz9Ox1sElQa,ilzaam,"ilzaam ,arjun kanungo, king,desi hip hop, desi pop, modern bollywood,20,59",https://i.scdn.co/image/ab6761610000e5eb1069db80f40bc1a0757dbb4a
3097,6zZrFenNe3YPttxZsnQQs1,bachalo,"bachalo,akhil,desi hip hop, desi pop, punjabi pop,20,62",https://i.scdn.co/image/ab6761610000e5ebec20e1f55b66ea9138ff8e91
3098,0E02VcvA5p1ndkLdqWD5JB,tu hai ki nahi,"roy,ankit tiwari,desi pop, filmi, modern bollywood,20,64",https://i.scdn.co/image/ab6761610000e5ebe26e237ca6b143ca2074589a
3099,3xZnxcyeC0vVaJvEA9VqrA,gaddi kaali,"alll rounder,jassie gill, shipra goyal,desi pop, punjabi pop,20,58",https://i.scdn.co/image/ab6761610000e5ebf5e38e8b949510567aaf9e75
3100,3eDT9fwXKuHWFvgZaaYC5v,sheila ki jawani,"tees maar khan,sunidhi chauhan, vishal dadlani,desi pop, filmi, modern bollywood, sufi,20,71",https://i.scdn.co/image/ab6761610000e5eb8b57828c65aa06af340077b4
